Date,.GDAXI,SAPG.DE,SIEGn.DE,DTEGn.DE,AIRG.DE,ALVG.DE,MBGn.DE,VOWG_p.DE,BMWG.DE,SHLG.DE,BAYGn.DE,DPWGn.DE,IFXGn.DE,MUVGn.DE,BASFn.DE,DB1Gn.DE,EONGn.DE,HNKG_p.DE,BEIG.DE,RWEG.DE,ADSGn.DE,SATG_p.DE,DTGGe.DE,HNRGn.DE,MRCG.DE,DBKGn.DE,ENR1n.DE,VNAn.DE,SY1G.DE,FREG.DE,CONG.DE,HEIG.DE,MTXGn.DE,CBKG.DE,RHMG.DE,BNRGn.DE,ZALG.DE,QIA.DE,PSHG_p.DE,1COV.DE
2022-08-23,13194.23,87.95,103.2,18.77,102.88,173.6,56.74,142,74.52,47.96,53.49,37.515,25.3,232.2,41.805,169.05,8.95,66,101.65,43.07,156.3,429.9,25.875,146.15,177.2,8.337,15.285,28.69,110.25,25.53,60.72,46.87,187.9,6.312,164.9,67.68,24.75,46.53,66.08,29.98
2022-08-24,13220.06,88.24,104.86,18.73,103.24,172.72,55.83,141.38,74.14,48.7,53.47,37.39,25.28,233.6,41.605,171.25,8.71,65.94,104.2,43.58,158.84,447.8,25.73,146.75,179.25,8.359,15.375,28.74,111.85,25.09,60.2,45.6,187.2,6.336,162.6,67.54,24.84,47.53,66.54,29.85
2022-08-25,13271.96,87.86,105.28,18.878,103.8,173.28,56.31,141.88,74.47,49.71,54.55,37.835,25.7,237.1,42.025,171.75,8.674,66.3,104.3,43.72,158,450.1,25.465,149,178.9,8.364,15.415,28.17,111.75,25.16,59.72,45.36,187.85,6.324,164.6,67.86,24.4,47.88,66.9,29.93
2022-08-26,12971.47,85.29,102.9,18.676,101.86,170.58,55,140.94,73.12,48.45,53.7,36.87,24.965,235.3,40.94,169.55,8.512,65.18,103.55,40.99,151.54,434.4,25.345,146.1,173.7,8.171,15.35,26.56,107.45,24.8,56.38,44.2,182.5,6.22,166.85,66.7,23.27,47.16,67.18,29.38
2022-08-29,12892.99,84.57,102.22,18.772,100.28,169.42,56.18,142.6,73.51,48.26,51.07,36.42,24.235,234.4,42.24,169.45,8.58,65.24,103.4,40.09,148.28,417,25.46,145.35,171.7,8.242,15.155,26.39,105.65,24.55,57.5,45.67,180.6,6.38,162.75,66.16,23.36,45.98,69.64,30.24
2022-08-30,12961.14,84.6,103.74,18.848,100.6,170.14,56.76,145.9,73.81,48.43,51.86,36.93,24.885,235.3,42.185,168.4,8.614,66.46,101.25,38.96,151.54,416.9,25.87,145.45,171.6,8.392,15.255,26.95,105.5,24.56,58.38,45.77,179.7,6.494,160.5,65.98,23.8,45.76,72.72,30.22
2022-08-31,12834.96,84.94,101.08,18.788,97.87,168.58,56.12,142.14,73.47,48.73,52.6,36.395,24.3,238.2,42.07,168.45,8.51,64.24,100.6,38.08,148.28,415.9,25.525,146.9,171.4,8.323,14.675,27,104.35,24.66,57.48,45.1,175.95,6.63,158.4,65.42,23.11,45.25,70.48,30.12
2022-09-01,12630.23,83.15,99.62,18.698,94.86,166.22,55,139.62,72.81,48.46,51.18,35.63,23.76,240.2,41.305,165.85,8.516,63.32,99.6,38.38,145.16,407.1,25.215,147.45,168.5,8.13,13.995,26.29,102.2,24.42,56.5,44.73,170.1,6.556,149.2,64.12,22.05,45,69.38,29.58
2022-09-02,13050.27,85.32,104.88,18.984,99.04,172.36,57.58,148.96,75.11,49.03,52.63,36.6,24.8,247.9,42.995,170.25,8.842,62.92,101.2,38.97,148.28,418.5,25.87,152.85,173.35,8.573,14.15,26.78,104.6,24.89,58.28,46.74,174.05,6.99,151.9,66.86,23.06,45.67,72.8,31.01
2022-09-05,12760.78,84.51,102.06,18.902,96.82,168.74,53.64,143.5,72.44,49.08,51.81,35.61,24.185,244.9,41.27,167.55,8.93,62.3,100.35,39,145.2,418,24.705,150.9,171.55,8.181,14.155,26.21,102.6,24.82,54.86,44.81,171.1,6.728,156.6,67,22.43,45.56,69.44,29.82
2022-09-06,12871.44,85.51,103.52,18.828,97.12,169.14,55.24,148.82,72.82,49.23,51.51,35.79,24.325,247.7,42.05,167.35,8.874,62.5,101.35,38.32,144.36,421.5,24.985,151.9,173.05,8.358,14.14,26.53,104.05,25.11,56.26,45.76,171.95,7.038,156.4,67.02,23.05,46.12,69.3,30.08
2022-09-07,12915.97,85.3,104.46,18.89,95.98,166.36,56.09,148.72,74.07,49.02,51.06,35.695,24.52,251.5,42.94,168.95,8.968,62.22,101.75,41.07,141.98,420.4,24.93,152.8,172.8,8.195,13.67,26.54,104.65,24.98,57.18,46.21,170.55,6.876,152.85,66.44,22.74,45.91,68.9,30.78
2022-09-08,12904.32,85.47,103.12,18.824,96.26,167.56,55.05,146.12,72.95,49.48,51.91,35.365,24.715,256.5,42.495,169.75,8.894,61.4,100.5,41.22,142.36,428.4,24.61,155.95,172.75,8.65,13.84,25.72,103.7,24.48,55.76,46.49,170.3,7.25,154.2,66.54,22.27,46.39,67.7,30.84
2022-09-09,13088.21,86.59,105,19.55,96.07,168.62,56.37,146.98,73.51,49.86,52.87,36.31,25.43,255.8,43.485,170.15,9.088,62.38,102.3,41.5,145.36,433.3,25.15,158.1,174.4,8.932,14,26.11,105.05,25.44,57.36,46.8,170.65,7.538,154.35,67.88,22.97,46.42,66.84,31.73
2022-09-12,13402.27,87.8,107.58,19.382,99.76,176.4,59.28,152,75.78,50,54.09,37.515,25.93,265.3,44.92,172,9.16,63.08,104.95,41.61,149.22,438.1,26.475,162.65,176.7,9.216,14.41,26.72,106.5,26.3,59.22,48.67,174.95,7.788,157.55,70.26,24.13,46.33,69.3,32.33
2022-09-13,13188.95,86.68,104.56,19.248,97.49,174.48,58.26,148.72,74.86,48.08,53.86,36.84,24.63,267,44.21,171.6,9.128,63.34,104.2,42.81,142.9,426.2,25.81,163.3,173.05,9.024,13.685,25.39,103.5,26.06,57,46.69,166.3,7.636,152.45,69.38,22.12,45.5,67.44,31.48
2022-09-14,13028,85.98,102.72,19.05,95.38,172.12,57.75,150.34,74.65,47.26,53.73,36.065,24.52,260.8,42.77,172.35,8.926,62.78,103.8,41.46,142.3,429.8,25.44,160.05,171.85,9.02,13.485,24.6,101.4,25.28,56.3,45.79,163.85,7.788,147.6,68.52,21.66,45.07,67.7,30.29
2022-09-15,12956.66,84.99,102.02,19.086,94.94,173.52,57.55,149.3,74.68,46.46,53.12,35.77,24.45,261.9,42.255,172.2,8.708,62.44,103.8,40.77,136.6,419.4,25.65,161.55,173,9.232,13.025,24.32,99.74,25.5,55.84,46.08,161.65,7.984,144.7,66.78,21.92,44.97,67,29.72
2022-09-16,12741.26,83.67,100.14,18.87,91.7,174.16,57.02,145.46,74.39,44.74,52.29,33.415,24.125,259.6,41.385,170.3,8.598,62.5,102.4,40.73,135.14,387.2,24.75,160.5,166.35,9.069,12.3,24.42,98.82,25.26,56.24,45.37,155,7.952,144.4,64.42,21.67,43.47,66.86,29.13
2022-09-19,12803.24,83.38,101,18.986,93.5,174.1,57.52,147,75.7,44.51,52.42,33.57,24.35,257,42.395,171.65,8.54,62.3,101.8,40.93,136.7,376.2,25.325,160.2,168.95,9.095,12.165,23.94,99.28,24.62,56.14,45.48,158.75,8.052,149.7,66.24,21.33,43.27,69.22,30.12
2022-09-20,12670.83,83.27,99.37,18.738,91.83,171.86,57,146.9,75.07,43.96,52.08,33.11,24.265,252.7,41.6,169.8,8.244,61.54,102.65,40.43,135.74,369.6,24.985,156.45,165.9,8.982,12.15,23.26,100,23.9,55.48,43.4,154.7,8.098,150.4,65.82,21.39,43.25,71.9,29.82
2022-09-21,12767.15,84.47,100.9,18.688,93.44,171.84,57.33,147.94,75.25,43.53,52.15,32.485,24.9,255.7,41.7,170.5,8.396,61.66,103.15,41,136.48,378.6,25.18,159.55,166.9,8.819,12.34,23.3,102.4,23.37,54.82,43.48,157.7,8.01,164.45,65.46,21.36,43.51,72,30.01
2022-09-22,12531.63,82.48,99.06,18.578,92.33,172.22,56.1,147.36,74.17,41.43,51.5,31.405,23.78,253.6,41,168,8.376,61.56,99.2,40.69,133.46,354,24.61,156.65,162.15,9.033,11.995,22.3,99,22.55,53.32,41.89,157.05,8.184,161.5,64.14,20,42.41,72.34,29.82
2022-09-23,12284.19,81.06,98.63,18.316,91.98,168.74,53.91,140.16,71.38,41.31,49.575,30.17,22.965,250.2,39.79,165.7,8.2,61.08,99.32,40.15,130.96,358.9,24.095,154.65,159,8.632,11.45,22,101.25,21.85,48.51,40.66,153.35,7.866,155,62.44,19.55,42.48,70.22,29
2022-09-26,12227.92,82.87,98.25,17.834,91.49,165.74,54.77,138.22,72.16,41.8,48.37,30,22.995,245.3,39.81,165.9,8.072,60.6,101,38.8,130.1,359.7,24.345,151.4,158.55,8.491,11.69,21.45,100.9,22.04,47.69,41.18,156.4,7.754,161.95,61.78,19.71,42.26,69.96,29.26
2022-09-27,12139.68,82.4,97.92,17.812,89.73,163.74,54.52,136.74,71.76,41.38,48.255,30.355,23.22,241,39.495,166.45,7.824,60.22,101.45,38.25,127.3,354.1,23.82,150.1,158.75,8.128,11.81,21.07,100.05,21.6,47.84,41,154.55,7.556,159.5,60.34,20.11,42.69,68.58,29.17
2022-09-28,12183.28,83.15,99.46,17.884,89.12,160.72,54.44,137.9,71.58,41.88,48.19,30.785,23.08,239.7,39.415,166.85,7.922,60.7,101.2,38.82,130.24,358.2,23.5,148.55,162.55,7.854,11.83,21.83,100.1,21.66,47.95,40.75,154.7,7.276,160.35,61.76,20.69,42.81,67.9,29.21
2022-09-29,11975.55,81.87,98.26,17.638,88.1,159.62,52.43,128.46,69.13,42.01,47.72,30.465,22.295,245.5,38.85,167.9,7.922,60.36,100.2,38.09,124.02,347.6,22.695,153,163.6,7.594,11.32,21.03,97.56,21.22,44.77,39.6,153.2,7.172,162.1,61.04,19.415,42.2,60.48,28.85
2022-09-30,12114.36,84.12,101.2,17.492,88.9,161.8,52.35,126.4,69.99,44.28,47.415,31.115,22.71,247.5,39.6,168.25,7.896,61.02,100.95,37.79,118.88,357.1,23.35,154.2,166.8,7.646,11.385,22.21,100.45,21.95,45.95,40.85,154.25,7.342,158.2,62.38,20.23,42.98,58.16,29.54
2022-10-03,12209.48,84.81,100.92,17.856,89.23,161.54,52.99,126.44,70.73,44.9,47.955,31.605,23.09,246.6,40.94,169.45,8.116,61.12,98.42,38.51,119,376.4,24.045,153.8,168,7.63,11.56,22.73,99.8,21.82,47.19,41.5,154.2,7.296,161.5,63.4,20.4,43,57.34,30.51
2022-10-04,12670.48,88.51,106.32,18.406,94.72,167.2,55,131.34,72.85,46.45,48.645,32.765,24.715,256.5,42.3,171.5,8.246,62.38,100.85,39.68,126.2,405.3,24.785,158.65,173.75,8.07,12.195,22.74,102.6,22.55,49.04,43.29,161.15,7.646,154.3,65.8,22.09,43.93,60.3,32
2022-10-05,12517.18,87.24,104.24,17.952,93.37,166.12,53.01,129.62,71.47,45.55,48.65,32,25.485,258,41.915,173.7,8.062,62.02,101,40.11,122.8,391.4,24.43,159.5,173.1,7.934,11.51,21.68,102.85,21.74,46.31,42.06,159.9,7.352,153.3,64.78,20.93,43.87,59.6,31.53
2022-10-06,12470.78,88.1,105.14,17.646,93.11,164.94,53.84,132.38,71.97,45.49,47.705,32.035,25.585,251.3,41.27,170.75,7.828,61.42,101.35,39.07,121.86,400,24.395,156.25,170.35,7.867,11.345,21.41,101.85,21.66,47,41.58,158.05,7.35,151,63.88,21.6,44.78,61.14,31.32
2022-10-07,12273,86.73,102.66,17.602,92.31,164.3,52.61,130.28,71.7,44.79,47.42,30.855,24.65,251,40.695,167.5,7.75,60.88,101.05,39.09,115.56,380.7,24.28,154.55,167.65,7.822,10.79,20.61,100,20.91,47.95,40.74,157.6,7.38,154.55,62.02,20.63,43.73,60.12,30.74
2022-10-10,12272.94,86.32,103.88,17.71,93.01,164.86,52.05,124.46,72.03,44.72,47.535,32.32,24.025,245.8,43.19,166.45,7.816,61.5,99.94,37.55,114.24,371.4,24.57,153,164.85,7.964,10.925,19.95,99.7,20.43,48,42.37,158.45,7.394,147.5,62.94,20.66,41.85,57.7,33.27
2022-10-11,12220.25,86.04,103.1,17.704,93.82,164.62,52.85,123.3,72.38,44.96,48.415,32.32,23.3,240.7,41.465,166,7.606,62,100.7,36.84,115.08,361.4,24.89,152.3,165.25,7.778,10.635,20.32,96.58,20.57,47.88,41.34,160.35,7.162,147.7,57.44,21.62,44.35,56.64,32.1
2022-10-12,12172.26,85.3,102.44,17.728,93.22,164.34,52.77,123.08,73.17,42.82,49.195,32.5,23.44,240,42.135,162.85,7.414,61.4,100.6,36.88,111.88,362.3,25.12,153.8,163.65,7.788,10.335,19.2,97.24,20.05,46.46,40.23,157,7.246,148.1,55.7,21.28,44.27,57.2,32.6
2022-10-13,12355.58,86.05,105.24,17.566,97.2,166.46,53.62,124.16,74.24,42.9,49.795,32.76,24.11,242.5,42.965,162.7,7.622,61.4,99.42,38.2,113.12,366.9,25.4,152.85,164.35,8.36,10.81,18.965,94.24,20.22,48.5,41.03,164.1,7.59,150.65,56.34,22.16,44.78,57.14,33.63
2022-10-14,12437.81,87.91,104.16,17.836,96.59,167.42,53.86,124.28,75.02,43.58,49,33.26,23.795,245.9,43.32,162.45,7.87,62.14,100.25,38.63,114.12,372.8,25.215,154.7,168.75,8.611,10.87,20.2,95.8,20.04,48.53,41.03,164.25,7.656,145.55,56.02,22.31,44.84,56.98,33.56
2022-10-17,12649.03,88.75,107.02,18.094,99.18,170.26,55.25,127.78,76.53,44.28,50.22,33.64,24.43,246.6,44.08,163.15,8.026,62.98,100.1,38.85,118.18,376.1,25.97,155.25,170.25,8.63,11.19,21.26,97.7,20.52,50.08,41.93,168.9,7.774,152.05,57.5,23.31,45.39,58.54,33.89
2022-10-18,12765.61,90.16,108.32,18.072,100.28,170.28,57.14,130.4,77.62,45.23,49.735,34.39,24.745,247.5,44.93,164.75,8.078,63.56,100.45,38.71,118.28,387.3,25.965,154.95,171.55,8.853,11.355,21.09,98.18,20.69,50.14,43.53,172.4,7.932,152.95,58.38,23.46,45.52,58.62,34.62
2022-10-19,12741.41,89.16,107.98,18.23,100.9,172.38,57.47,129.86,77.66,44.84,49.75,34.345,24.77,251.6,45.05,163.3,8.052,63.28,99.7,37.96,115.68,315.7,26.035,156.05,163.85,8.887,11.31,20.68,98.64,21.63,49.77,43.86,173.55,7.89,150.35,58.82,23.06,43.65,57.78,35.25
2022-10-20,12767.41,89.83,107.9,18.19,101.34,172.88,57,129.88,77.53,46.68,49.8,34.595,25.335,249.6,45.45,157.2,8.02,63.66,100.1,37.68,114.8,327.4,25.42,154.55,162,8.929,11.065,21.31,99.94,21.94,50.96,44.13,174.3,7.97,158.95,59.4,23.44,43.49,58.48,36.01
2022-10-21,12730.9,91.4,106.84,18.056,100.98,173.46,56.93,129.64,77.43,45.97,50,34.145,25.105,258.8,46.08,160.75,7.912,62.34,99.68,36.9,103.86,328.7,25.39,158.8,159.8,8.896,11.025,20.86,98.4,21.71,50.7,43.8,174.3,8.054,156.75,58.74,22.7,42.83,57.52,35.94
